1	210
2	139
3	0
4	0
5	0
6	0
7	197
8	393
9	476
10	0
11	0
12	0
13	7
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	0
66	0
67	0
68	0
69	0
70	0
71	0
72	0
73	0
74	0
75	0
76	0
77	0
78	0
79	0
80	0
81	0
82	0
83	0
84	0
85	0
86	0
87	0
88	0
89	0
90	0
91	0
92	0
93	0
94	0
95	0
96	0
97	0
98	0
99	0
100	0
101	0
102	0
103	0
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	0
112	0
113	0
114	13
115	216
116	128
117	183
118	197
119	190
120	50
121	34
122	7
123	3
124	96
125	82
126	41
127	17
128	79
129	66
130	190
131	40
132	29
133	4
134	7
135	50
136	8
137	33
138	96
139	17
140	96
141	144
142	293
143	447
144	165
145	8
146	177
147	124
148	79
149	55
150	71
151	55
152	96
153	79
154	33
155	22
156	58
157	5
158	36
159	16
160	20
161	71
162	124
163	183
164	133
165	20
166	3
167	92
168	139
169	144
170	55
171	323
172	45
173	149
174	160
175	84
176	15
177	15
178	4
179	7
180	16
181	30
182	53
183	33
184	0
185	4
186	678
187	903
188	875
189	248
190	11
191	100
192	108
193	284
194	0
195	11
196	0
197	0
198	0
199	0
200	0
201	0
202	0
203	154
204	284
205	224
206	0
207	0
208	0
209	0
210	0
211	0
212	0
213	0
214	0
215	0
216	0
217	0
218	0
219	0
220	0
221	433
222	525
223	723
224	992
225	932
226	265
227	124
228	96
229	69
230	165
231	58
232	20
233	240
234	50
235	240
236	144
237	160
238	96
239	0
240	30
241	177
242	160
243	108
244	139
245	108
246	139
247	124
248	149
249	133
250	248
251	356
252	596
253	20
254	0
255	0
256	0
257	0
258	0
259	0
260	0
261	0
262	0
263	0
264	0
265	0
266	0
267	0
268	0
269	0
270	0
271	0
272	0
273	0
274	0
275	0
276	0
277	0
278	8
279	0
280	0
281	5
282	0
283	0
284	0
285	0
286	0
287	0
288	0
289	0
290	0
291	0
292	0
293	0
294	0
295	0
296	0
297	88
298	701
299	525
300	701
301	190
302	344
303	875
304	393
305	596
306	492
307	796
308	796
309	578
310	657
311	30
312	0
313	0
314	154
315	190
316	0
317	0
318	33
319	0
320	0
321	0
322	0
323	0
324	0
325	0
326	0
327	0
328	0
329	0
330	55
331	771
332	796
333	1057
334	1126
335	1161
336	678
337	274
338	48
339	45
340	160
341	69
342	224
343	88
344	302
345	356
346	82
347	17
348	170
349	96
350	29
351	55
352	55
353	82
354	82
355	55
356	0
357	144
358	124
359	58
360	100
361	40
362	124
363	37
364	3
365	100
366	128
367	45
368	32
369	13
370	11
371	77
372	302
373	50
374	48
375	45
376	42
377	100
378	58
379	183
380	74
381	216
382	149
383	274
384	313
385	248
386	274
387	232
388	344
389	508
390	323
391	224
392	100
393	224
394	232
395	302
396	240
397	256
398	197
399	0
400	8
401	7
402	18
403	8
404	12
405	3
406	0
407	0
408	11
409	0
410	0
411	124
412	139
413	0
414	3
415	0
416	0
417	0
418	16
419	21
420	216
421	203
422	368
423	433
424	356
425	0
426	0
427	0
428	0
429	0
430	0
431	0
432	0
433	0
434	0
435	0
436	0
437	0
438	0
439	0
440	0
441	0
442	0
443	0
444	0
445	0
446	0
447	0
448	0
449	0
450	0
451	0
452	0
453	0
454	0
455	0
456	0
457	0
458	0
459	0
460	0
461	0
462	0
463	0
464	0
465	0
466	0
467	0
468	0
469	0
470	0
471	0
472	0
473	0
474	0
475	0
476	0
477	0
478	0
479	0
480	0
481	0
482	0
483	0
484	0
485	0
486	0
487	293
488	216
489	240
490	177
491	128
492	82
493	82
494	3
495	9
496	3
497	12
498	8
499	7
500	17
501	18
502	265
503	723
504	128
505	616
506	302
507	26
508	13
509	20
510	20
511	0
512	8
513	3
514	3
515	17
516	24
517	108
518	177
519	476
520	420
521	232
522	525
523	636
524	313
525	0
526	0
527	0
528	0
529	0
530	0
531	0
532	0
533	0
534	0
535	0
536	0
537	0
538	0
539	0
540	0
541	0
542	0
543	0
544	0
545	0
546	0
547	0
548	274
549	796
550	1126
551	657
552	903
553	847
554	962
555	932
556	1161
557	1024
558	932
559	771
560	701
561	420
562	542
563	420
564	771
565	28
566	542
567	796
568	560
569	393
570	20
571	22
572	77
573	71
574	7
575	17
576	42
577	50
578	3
579	9
580	37
581	26
582	26
583	9
584	4
585	5
586	0
587	25
588	4
589	0
590	42
591	0
592	30
593	53
594	12
595	12
596	71
597	42
598	15
599	16
600	42
601	37
602	58
603	36
604	88
605	66
606	476
607	616
608	560
609	542
610	508
611	508
612	542
613	323
614	796
615	139
616	0
617	0
618	0
619	0
620	0
621	0
622	0
623	0
624	0
625	5
626	0
627	0
628	0
629	0
630	0
631	0
632	0
633	0
634	0
635	0
636	0
637	0
638	0
639	0
640	0
641	0
642	0
643	0
644	0
645	0
646	0
647	0
648	0
649	0
650	0
651	0
652	0
653	0
654	84
655	0
656	11
657	0
658	0
659	0
660	0
661	0
662	0
663	0
664	0
665	0
666	0
667	0
668	0
669	0
670	0
671	0
672	0
673	0
674	0
675	0
676	0
677	0
678	0
679	0
680	0
681	0
682	0
683	0
684	0
685	0
686	0
687	0
688	0
689	0
690	0
691	0
692	0
693	0
694	0
695	0
696	0
697	0
698	0
699	0
700	12
701	0
702	0
703	0
704	0
705	0
706	0
707	0
708	0
709	0
710	0
711	0
712	0
713	0
714	0
715	0
716	0
717	0
718	0
719	0
720	0
721	0
722	0
723	0
724	0
725	0
726	0
727	0
728	0
729	0
730	0
731	0
732	5
733	0
734	0
735	0
736	0
737	0
738	0
739	0
740	16
741	0
742	0
743	0
744	0
745	0
746	0
