1	678
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	0
11	0
12	0
13	0
14	0
15	0
16	0
17	0
18	0
19	0
20	0
21	0
22	0
23	0
24	0
25	0
26	0
27	0
28	0
29	0
30	0
31	0
32	0
33	0
34	0
35	0
36	0
37	0
38	0
39	0
40	0
41	0
42	0
43	0
44	0
45	0
46	0
47	0
48	0
49	0
50	0
51	0
52	0
53	0
54	0
55	0
56	0
57	0
58	0
59	0
60	0
61	0
62	0
63	0
64	0
65	21
66	50
67	0
68	0
69	0
70	0
71	0
72	210
73	41
74	0
75	0
76	0
77	0
78	42
79	0
80	0
81	154
82	1057
83	492
84	596
85	1024
86	796
87	323
88	66
89	420
90	88
91	177
92	393
93	183
94	104
95	11
96	24
97	45
98	48
99	55
100	63
101	88
102	542
103	139
104	0
105	0
106	0
107	0
108	0
109	0
110	0
111	55
112	0
113	7
114	616
115	616
116	0
117	616
118	723
119	240
120	36
121	0
122	34
123	3
124	0
125	0
126	0
127	8
128	0
129	0
130	3
131	0
132	3
133	66
134	190
135	248
136	265
137	596
138	22
139	13
140	0
141	0
142	0
143	82
144	22
145	0
146	210
147	232
148	34
149	28
150	334
151	0
152	3
153	71
154	0
155	3
156	61
157	58
158	284
159	368
160	104
161	0
162	265
163	11
164	433
165	8
166	0
167	0
168	0
169	133
170	3
171	112
172	256
173	11
174	0
175	15
176	8
177	7
178	7
179	3
180	216
181	293
182	22
183	11
184	11
185	0
186	7
187	0
188	0
189	3
190	7
191	50
192	8
193	3
194	203
195	274
196	356
197	0
198	45
199	356
200	69
201	124
202	50
203	368
204	657
205	92
206	356
207	248
208	84
209	5
210	265
211	108
212	104
213	3
214	33
215	636
216	508
217	323
218	476
219	525
220	462
221	476
222	433
223	433
224	433
225	476
226	302
227	578
228	284
229	368
230	701
231	636
232	293
233	149
234	183
235	133
236	203
237	210
238	248
239	232
240	139
241	224
242	293
243	216
244	108
245	139
246	154
247	139
248	71
249	265
250	216
251	160
252	165
253	240
254	406
255	462
256	875
257	274
258	48
259	3
260	3
261	12
262	38
263	393
264	678
265	701
266	903
267	1057
268	84
269	393
270	108
271	88
272	42
273	190
274	139
275	197
276	149
277	100
278	77
279	154
280	120
281	197
282	232
283	92
284	133
285	197
286	380
287	183
288	274
289	139
290	393
291	248
292	248
293	334
294	224
295	380
296	284
297	82
298	344
299	302
300	256
301	368
302	197
303	197
304	0
305	9
306	0
307	13
308	4
309	3
310	124
311	356
312	323
313	492
314	265
315	144
316	771
317	302
318	274
319	678
320	771
321	476
322	476
323	165
324	133
325	170
326	302
327	313
328	216
329	265
330	344
331	240
332	149
333	210
334	154
335	210
336	334
337	492
338	248
339	323
340	248
341	248
342	368
343	420
344	334
345	678
346	560
347	492
348	462
349	476
350	133
351	313
352	508
353	492
354	224
355	616
356	69
357	368
358	293
359	224
360	232
361	4
362	92
363	216
364	265
365	160
366	177
367	344
368	560
369	256
370	701
371	334
372	344
373	701
374	636
375	542
376	847
377	847
378	1091
379	1359
380	636
381	1057
382	1236
383	1276
384	1448
385	992
386	433
387	406
388	380
389	284
390	232
391	636
392	636
393	323
394	542
395	248
396	368
397	542
398	701
399	508
400	274
401	274
402	313
403	420
404	393
405	284
406	334
407	293
408	447
409	406
410	492
411	323
412	616
413	875
414	657
415	334
416	525
417	406
418	144
419	274
420	447
421	293
422	323
423	96
424	240
425	177
426	447
427	265
428	149
429	165
430	216
431	190
432	203
433	183
434	74
435	170
436	100
437	116
438	74
439	42
440	100
441	170
442	42
443	66
444	133
445	58
446	25
447	79
448	69
449	92
450	240
451	69
452	133
453	274
454	356
455	190
456	183
457	274
458	165
459	210
460	256
461	368
462	380
463	240
464	177
465	406
466	96
467	293
468	210
469	293
470	170
471	701
472	284
473	232
474	447
475	393
476	248
477	284
478	616
479	183
480	284
481	302
482	525
483	190
484	240
485	284
486	92
487	116
488	542
489	177
490	368
491	190
492	203
493	16
494	368
495	120
496	302
497	265
498	393
499	393
500	636
501	356
502	139
503	293
504	636
505	368
506	120
507	508
508	63
509	0
510	210
511	578
512	112
513	128
514	100
515	508
516	356
517	154
518	197
519	139
520	380
521	24
522	248
523	368
524	61
525	508
526	596
527	380
528	393
529	248
530	190
531	240
532	4
533	224
534	124
535	177
536	84
537	232
538	165
539	88
540	197
541	210
542	216
543	406
544	104
545	190
546	447
547	492
548	128
549	139
550	210
551	462
552	406
553	462
554	508
555	578
556	393
557	1091
558	420
559	433
560	74
561	100
562	144
563	636
564	313
565	293
566	284
567	210
568	240
569	224
570	420
571	420
572	183
573	265
574	356
575	344
576	657
577	657
578	560
579	63
580	170
581	747
582	616
583	678
584	723
585	240
586	492
587	678
588	723
589	701
590	334
591	112
592	447
593	124
594	26
