Scale	'-25.000000	'-24.700000	'-24.400000	'-24.100000	'-23.800000	'-23.500000	'-23.200000	'-22.900000	'-22.600000	'-22.300000	'-22.000000	'-21.700000	'-21.400000	'-21.100000	'-20.800000	'-20.500000	'-20.200000	'-19.900000	'-19.600000	'-19.300000	'-19.000000	'-18.700000	'-18.400000	'-18.100000	'-17.800000	'-17.500000	'-17.200000	'-16.900000	'-16.600000	'-16.300000	'-16.000000	'-15.700000	'-15.400000	'-15.100000	'-14.800000	'-14.500000	'-14.200000	'-13.900000	'-13.600000	'-13.300000	'-13.000000	'-12.700000	'-12.400000	'-12.100000	'-11.800000	'-11.500000	'-11.200000	'-10.900000	'-10.600000	'-10.300000	'-10.000000	'-9.700000	'-9.400000	'-9.100000	'-8.800000	'-8.500000	'-8.200000	'-7.900000	'-7.600000	'-7.300000	'-7.000000	'-6.700000	'-6.400000	'-6.100000	'-5.800000	'-5.500000	'-5.200000	'-4.900000	'-4.600000	'-4.300000	'-4.000000	'-3.700000	'-3.400000	'-3.100000	'-2.800000	'-2.500000	'-2.200000	'-1.900000	'-1.600000	'-1.300000	'-1.000000	'-0.700000	'-0.400000	'-0.100000	'0.200000	'0.500000	'0.800000	'1.100000	'1.400000	'1.700000	'2.000000	'2.300000	'2.600000	'2.900000	'3.200000	'3.500000	'3.800000	'4.100000	'4.400000	'4.700000	'5.000000	'5.300000	'5.600000	'5.900000	'6.200000	'6.500000	'6.800000	'7.100000	'7.400000	'7.700000	'8.000000	'8.300000	'8.600000	'8.900000	'9.200000	'9.500000	'9.800000	'10.100000	'10.400000	'10.700000	'11.000000	'11.300000	'11.600000	'11.900000	'12.200000	'12.500000	'12.800000	'13.100000	'13.400000	'13.700000	'14.000000	'14.300000	'14.600000	'14.900000	'15.200000	'15.500000	'15.800000	'16.100000	'16.400000	'16.700000	'17.000000	'17.300000	'17.600000	'17.900000	'18.200000	'18.500000	'18.800000	'19.100000	'19.400000	'19.700000	'20.000000	'20.300000	'20.600000	'20.900000	'21.200000	'21.500000	'21.800000	'22.100000	'22.400000	'22.700000	'23.000000	'23.300000	'23.600000	'23.900000	'24.200000	'24.500000	'24.800000	
-0.602060	16.432006	16.238397	16.044810	15.851248	15.657709	15.464196	15.270709	15.077249	14.883817	14.690414	14.497042	14.303701	14.110393	13.917119	13.723881	13.530679	13.337515	13.144391	12.951309	12.758270	12.565275	12.372328	12.179430	11.986582	11.793787	11.601048	11.408367	11.215745	11.023187	10.830694	10.638270	10.445916	10.253638	10.061437	9.869316	9.677281	9.485334	9.293479	9.101719	8.910060	8.718506	8.527060	8.335728	8.144514	7.953423	7.762460	7.571631	7.380941	7.190396	7.000000	6.809761	6.619685	6.429776	6.240043	6.050491	5.861127	5.671958	5.482990	5.294230	5.105685	4.917363	4.729271	4.541414	4.353802	4.166439	3.979335	3.792494	3.605925	3.419634	3.233628	3.047912	2.862493	2.677377	2.492570	2.308077	2.123903	1.940053	1.756530	1.573340	1.390485	1.207969	1.025795	0.843964	0.662478	0.481339	0.300547	0.120103	-0.689032	-0.239744	-0.419149	-0.598210	-0.776930	-0.955311	-1.133356	-1.311069	-1.488454	-1.665514	-1.842255	-2.018682	-2.194800	-2.370614	-2.546130	-2.721354	-2.896293	-3.070953	-3.245341	-3.419463	-3.593325	-3.766936	-3.940301	-4.113428	-4.286323	-4.458994	-4.631446	-4.803688	-4.975725	-5.147565	-5.319214	-5.490677	-5.661962	-5.833075	-6.004022	-6.174808	-6.345440	-6.515922	-6.686260	-6.856461	-7.026527	-7.196466	-7.366281	-7.535976	-7.705558	-7.875029	-8.044393	-8.213656	-8.382821	-8.551891	-8.720869	-8.889761	-9.058567	-9.227293	-9.395941	-9.564513	-9.733012	-9.901442	-10.069804	-10.238102	-10.406337	-10.574511	-10.742627	-10.910687	-11.078693	-11.246646	-11.414549	-11.582402	-11.750209	-11.917969	-12.085686	-12.253359	-12.420991	-12.588583	-12.756135	-12.923650	-13.091129	-13.258572	-13.425980	-13.593355	
-0.903090	28.463707	28.122147	27.780587	27.439028	27.097470	26.755913	26.414356	26.072800	25.731246	25.389693	25.048141	24.706591	24.365042	24.023496	23.681953	23.340412	22.998874	22.657340	22.315810	21.974284	21.632764	21.291250	20.949742	20.608242	20.266751	19.925271	19.583801	19.242345	18.900903	18.559478	18.218073	17.876690	17.535332	17.194002	16.852706	16.511446	16.170230	15.829063	15.487951	15.146904	14.805930	14.465039	14.124245	13.783560	13.443001	13.102586	12.762336	12.422275	12.082431	11.742835	11.403524	11.064537	10.725924	10.387736	10.050036	9.712892	9.376382	9.040594	8.705627	8.371589	8.038604	7.706803	7.376332	7.047348	6.720018	6.394516	6.071023	5.749722	5.430792	5.114407	4.800727	4.489896	4.182032	3.877227	3.575540	3.276996	2.981586	2.689269	2.399971	2.113592	1.830010	1.549088	1.270675	0.994615	0.720749	0.448922	0.178983	-1.096699	-0.355803	-0.620911	-0.884655	-1.147140	-1.408466	-1.668719	-1.927981	-2.186323	-2.443812	-2.700506	-2.956461	-3.211724	-3.466342	-3.720354	-3.973798	-4.226709	-4.479118	-4.731055	-4.982547	-5.233620	-5.484296	-5.734597	-5.984545	-6.234158	-6.483455	-6.732451	-6.981164	-7.229607	-7.477794	-7.725739	-7.973453	-8.220949	-8.468236	-8.715326	-8.962227	-9.208948	-9.455498	-9.701886	-9.948117	-10.194199	-10.440139	-10.685943	-10.931616	-11.177163	-11.422591	-11.667904	-11.913106	-12.158201	-12.403193	-12.648087	-12.892885	-13.137592	-13.382209	-13.626741	-13.871189	-14.115557	-14.359847	-14.604061	-14.848202	-15.092271	-15.336271	-15.580204	-15.824071	-16.067874	-16.311615	-16.555295	-16.798915	-17.042478	-17.285985	-17.529436	-17.772833	-18.016178	-18.259470	-18.502713	-18.745906	-18.989050	-19.232147	-19.475197	-19.718202	
-1.204120	41.310933	40.815307	40.319689	39.824080	39.328479	38.832889	38.337310	37.841742	37.346188	36.850647	36.355122	35.859613	35.364122	34.868651	34.373200	33.877773	33.382371	32.886996	32.391650	31.896337	31.401058	30.905818	30.410619	29.915464	29.420359	28.925306	28.430311	27.935379	27.440515	26.945726	26.451017	25.956395	25.461870	24.967448	24.473139	23.978953	23.484900	22.990993	22.497243	22.003665	21.510273	21.017084	20.524116	20.031386	19.538916	19.046728	18.554846	18.063296	17.572107	17.081307	16.590931	16.101013	15.611590	15.122705	14.634401	14.146725	13.659729	13.173467	12.687999	12.203390	11.719710	11.237037	10.755456	10.275062	9.795962	9.318276	8.842143	8.367725	7.895211	7.424825	6.956834	6.491558	6.029381	5.570761	5.116239	4.666447	4.222103	3.784005	3.352994	2.929917	2.515559	2.110574	1.715415	1.330277	0.955086	0.589504	0.232984	-1.507032	-0.455718	-0.789449	-1.117108	-1.439379	-1.756874	-2.070127	-2.379598	-2.685684	-2.988729	-3.289030	-3.586848	-3.882413	-4.175932	-4.467590	-4.757553	-5.045975	-5.332994	-5.618738	-5.903324	-6.186856	-6.469433	-6.751143	-7.032066	-7.312276	-7.591838	-7.870813	-8.149255	-8.427213	-8.704730	-8.981847	-9.258599	-9.535018	-9.811133	-10.086970	-10.362551	-10.637898	-10.913030	-11.187962	-11.462711	-11.737290	-12.011711	-12.285984	-12.560121	-12.834130	-13.108018	-13.381794	-13.655465	-13.929035	-14.202511	-14.475898	-14.749201	-15.022423	-15.295569	-15.568642	-15.841646	-16.114583	-16.387457	-16.660269	-16.933024	-17.205723	-17.478367	-17.750960	-18.023503	-18.295998	-18.568447	-18.840851	-19.113212	-19.385532	-19.657811	-19.930051	-20.202254	-20.474420	-20.746551	-21.018648	-21.290713	-21.562745	-21.834746	-22.106718	-22.378660	
-1.505150	63.776745	63.011424	62.246103	61.480782	60.715461	59.950140	59.184819	58.419498	57.654177	56.888856	56.123535	55.358214	54.592893	53.827572	53.062252	52.296931	51.531610	50.766289	50.000968	49.235647	48.470326	47.705005	46.939684	46.174363	45.409042	44.643721	43.878400	43.113079	42.347758	41.582438	40.817117	40.051796	39.286475	38.521154	37.755833	36.990512	36.225191	35.459870	34.694549	33.929228	33.163907	32.398587	31.633266	30.867945	30.102624	29.337304	28.571983	27.806663	27.041343	26.276024	25.510705	24.745386	23.980069	23.214754	22.449441	21.684132	20.918827	20.153529	19.388242	18.622970	17.857720	17.092502	16.327331	15.562232	14.797239	14.032405	13.267815	12.503595	11.739948	10.977189	10.215818	9.456629	8.700877	7.950525	7.208570	6.479382	5.768827	5.083788	4.430720	3.813576	3.232439	2.684006	2.163467	1.666300	1.189122	0.729726	0.286718	-1.959740	-0.553871	-0.953177	-1.339771	-1.714733	-2.079194	-2.434284	-2.781090	-3.120622	-3.453804	-3.781461	-4.104325	-4.423038	-4.738163	-5.050190	-5.359542	-5.666587	-5.971645	-6.274991	-6.576861	-6.877462	-7.176968	-7.475534	-7.773289	-8.070346	-8.366803	-8.662742	-8.958237	-9.253347	-9.548127	-9.842622	-10.136872	-10.430910	-10.724766	-11.018464	-11.312026	-11.605471	-11.898815	-12.192071	-12.485252	-12.778368	-13.071427	-13.364438	-13.657406	-13.950338	-14.243238	-14.536112	-14.828961	-15.121791	-15.414602	-15.707398	-16.000181	-16.292953	-16.585714	-16.878467	-17.171213	-17.463952	-17.756685	-18.049414	-18.342138	-18.634859	-18.927576	-19.220291	-19.513003	-19.805713	-20.098422	-20.391129	-20.683834	-20.976539	-21.269242	-21.561945	-21.854646	-22.147347	-22.440048	-22.732748	-23.025447	-23.318146	-23.610845	-23.903544	-24.196242	
-1.806180	71.771501	70.912598	70.053730	69.194898	68.336102	67.477344	66.618625	65.759945	64.901306	64.042708	63.184154	62.325643	61.467178	60.608759	59.750387	58.892064	58.033792	57.175571	56.317403	55.459289	54.601232	53.743231	52.885290	52.027410	51.169592	50.311838	49.454150	48.596530	47.738980	46.881501	46.024097	45.166768	44.309518	43.452348	42.595261	41.738260	40.881346	40.024524	39.167794	38.311161	37.454628	36.598197	35.741873	34.885658	34.029557	33.173574	32.317714	31.461981	30.606382	29.750921	28.895607	28.040448	27.185451	26.330629	25.475992	24.621558	23.767342	22.913367	22.059660	21.206253	20.353189	19.500519	18.648310	17.796648	16.945642	16.095436	15.246217	14.398235	13.551817	12.707402	11.865576	11.027127	10.193104	9.364906	8.544367	7.733844	6.936266	6.155094	5.394146	4.657256	3.947830	3.268427	2.620529	2.004513	1.419770	0.864836	0.337528	-2.428751	-0.645493	-1.107391	-1.553541	-1.986568	-2.408710	-2.821819	-3.227398	-3.626664	-4.020599	-4.410001	-4.795521	-5.177698	-5.556981	-5.933745	-6.308309	-6.680940	-7.051870	-7.421296	-7.789386	-8.156287	-8.522124	-8.887008	-9.251034	-9.614284	-9.976832	-10.338742	-10.700070	-11.060866	-11.421174	-11.781034	-12.140482	-12.499548	-12.858263	-13.216650	-13.574735	-13.932537	-14.290077	-14.647373	-15.004439	-15.361292	-15.717946	-16.074412	-16.430702	-16.786827	-17.142798	-17.498624	-17.854313	-18.209873	-18.565312	-18.920637	-19.275855	-19.630971	-19.985991	-20.340921	-20.695766	-21.050531	-21.405219	-21.759836	-22.114384	-22.468868	-22.823291	-23.177657	-23.531968	-23.886227	-24.240438	-24.594602	-24.948722	-25.302801	-25.656840	-26.010842	-26.364808	-26.718741	-27.072642	-27.426512	-27.780354	-28.134168	-28.487957	-28.841721	-29.195461	
-2.107210	113.427367	112.066238	110.705110	109.343982	107.982853	106.621725	105.260596	103.899468	102.538340	101.177211	99.816083	98.454955	97.093826	95.732698	94.371570	93.010441	91.649313	90.288185	88.927057	87.565928	86.204800	84.843672	83.482544	82.121417	80.760289	79.399161	78.038034	76.676907	75.315780	73.954654	72.593528	71.232403	69.871278	68.510154	67.149032	65.787910	64.426790	63.065673	61.704557	60.343445	58.982337	57.621233	56.260135	54.899043	53.537961	52.176888	50.815829	49.454786	48.093763	46.732764	45.371794	44.010861	42.649974	41.289141	39.928377	38.567697	37.207120	35.846669	34.486374	33.126268	31.766396	30.406809	29.047572	27.688760	26.330467	24.972804	23.615906	22.259932	20.905070	19.551544	18.199613	16.849588	15.501836	14.156821	12.815175	11.477888	10.146788	8.825765	7.523852	6.261944	5.081203	4.032486	3.130859	2.343952	1.635374	0.984618	0.380678	-2.851639	-0.718637	-1.228151	-1.718823	-2.195180	-2.660689	-3.117943	-3.568862	-4.014863	-4.456992	-4.896028	-5.332553	-5.767005	-6.199720	-6.630953	-7.060903	-7.489727	-7.917549	-8.344469	-8.770567	-9.195911	-9.620556	-10.044550	-10.467932	-10.890737	-11.312994	-11.734731	-12.155972	-12.576736	-12.997044	-13.416914	-13.836360	-14.255398	-14.674043	-15.092306	-15.510201	-15.927738	-16.344929	-16.761786	-17.178316	-17.594532	-18.010441	-18.426054	-18.841378	-19.256424	-19.671199	-20.085711	-20.499969	-20.913980	-21.327752	-21.741293	-22.154609	-22.567709	-22.980599	-23.393287	-23.805778	-24.218079	-24.630198	-25.042139	-25.453910	-25.865516	-26.276964	-26.688258	-27.099404	-27.510409	-27.921276	-28.332012	-28.742620	-29.153107	-29.563476	-29.973732	-30.383879	-30.793923	-31.203866	-31.613712	-32.023467	-32.433132	-32.842713	-33.252211	-33.661632	
-2.408240	121.555258	120.103828	118.652399	117.200970	115.749542	114.298115	112.846689	111.395264	109.943840	108.492418	107.040996	105.589576	104.138158	102.686741	101.235326	99.783914	98.332503	96.881095	95.429690	93.978287	92.526887	91.075491	89.624099	88.172711	86.721327	85.269948	83.818574	82.367206	80.915844	79.464489	78.013141	76.561802	75.110471	73.659150	72.207839	70.756540	69.305253	67.853979	66.402721	64.951478	63.500253	62.049046	60.597861	59.146698	57.695560	56.244448	54.793366	53.342315	51.891299	50.440321	48.989384	47.538492	46.087649	44.636859	43.186128	41.735460	40.284863	38.834341	37.383904	35.933560	34.483318	33.033190	31.583189	30.133332	28.683638	27.234131	25.784844	24.335816	22.887104	21.438784	19.990967	18.543816	17.097582	15.652665	14.209735	12.769971	11.335568	9.910865	8.504801	7.135689	5.836731	4.650274	3.599110	2.670471	1.840455	1.093138	0.417180	-3.214274	-0.772570	-1.312535	-1.829362	-2.329588	-2.817650	-3.296578	-3.768487	-4.234892	-4.696906	-5.155363	-5.610900	-6.064011	-6.515079	-6.964412	-7.412253	-7.858800	-8.304214	-8.748627	-9.192150	-9.634875	-10.076879	-10.518230	-10.958985	-11.399194	-11.838901	-12.278143	-12.716956	-13.155369	-13.593410	-14.031104	-14.468472	-14.905535	-15.342312	-15.778819	-16.215072	-16.651085	-17.086872	-17.522444	-17.957813	-18.392989	-18.827982	-19.262801	-19.697455	-20.131951	-20.566296	-21.000499	-21.434564	-21.868498	-22.302306	-22.735995	-23.169568	-23.603030	-24.036387	-24.469642	-24.902798	-25.335860	-25.768831	-26.201715	-26.634513	-27.067230	-27.499868	-27.932430	-28.364918	-28.797335	-29.229682	-29.661962	-30.094177	-30.526329	-30.958420	-31.390450	-31.822423	-32.254339	-32.686201	-33.118009	-33.549765	-33.981470	-34.413125	-34.844732	-35.276292	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	

